id;name;surname;patronymic;gender;position;academicDegree;academicTitle;employmentDate;workload;email;phone;department;dateOfBirth;age
t0291;Maksym;Panchenko;Yuriiovych;Male;Professor;Doctor of Sciences;Professor;2005-09-01;40.0;m.panchenko@digiuni.ukma.edu;+380631234840;d010;1967-07-22;58
t0292;Kateryna;Marchenko;Ihorivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;k.marchenko@digiuni.ukma.edu;+380501234841;d015;1981-01-10;45
t0293;Oleksandr;Zaitsev;Anatoliiovych;Male;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;o.zaitsev@digiuni.ukma.edu;+380671234842;d004;1990-04-30;35
t0294;Liliia;Bohdanova;Mykhailivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;l.bohdanova@digiuni.ukma.edu;+380631234843;d022;1985-06-15;40
t0295;Yaroslav;Melnyk;Volodymyrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;y.melnyk@digiuni.ukma.edu;+380501234844;d016;1978-09-08;47
t0296;Svitlana;Koval;Petrivna;Female;Professor;Doctor of Sciences;Professor;2008-09-01;40.0;s.koval@digiuni.ukma.edu;+380671234845;d012;1972-11-25;53
t0297;Dmytro;Shevchenko;Andriiovych;Male;Senior Lecturer;Master;;2020-09-01;40.0;d.shevchenko@digiuni.ukma.edu;+380631234846;d003;1995-02-14;31
t0298;Olha;Tkachenko;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;o.tkachenko@digiuni.ukma.edu;+380501234847;d007;1987-08-20;38
t0299;Volodymyr;Boiko;Mykolaiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;v.boiko@digiuni.ukma.edu;+380671234848;d021;1980-12-10;45
t0300;Anna;Kravchenko;Olehivna;Female;Senior Lecturer;Candidate of Sciences;;2019-09-01;40.0;a.kravchenko@digiuni.ukma.edu;+380631234849;d013;1991-03-28;35
t0301;Olena;Piechkurova;Mykolaivna;Female;Senior Lecturer;Candidate of Sciences;;2012-09-01;40.0;o.piechkurova@ukma.edu.ua;+380444256064;d002;1981-12-01;45
t0302;Oksana;Kyriienko;Valentynivna;Female;Senior Lecturer;Master;;2016-09-01;40.0;o.kyriienko@ukma.edu.ua;+380444256064;d001;1990-10-05;36
t0303;Vitalii;Mykhailovskyi;Ivanovych;Male;Professor;Doctor of Sciences;Professor;2008-09-01;20.0;v.mykhailovskyi@ukma.edu.ua;+380444254397;d008;1974-01-07;52
t0304;Ihor;Sribniak;Volodymyrovych;Male;Professor;Doctor of Sciences;Professor;2005-09-01;20.0;i.sribniak@ukma.edu.ua;+380444254840;d008;1958-10-12;68
t0305;Ihor;Teslenko;Anatoliiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;i.teslenko@ukma.edu.ua;+380444252540;d008;1975-04-05;51
t0306;Oleksandr;Hurzhiv;Olehovych;Male;Professor;Doctor of Sciences;Professor;2008-09-01;40.0;o.hurzhiv@ukma.edu.ua;+380444252230;d008;1955-09-02;71
t0307;Natalia;Starchenko;Petrivna;Female;Senior Lecturer;Candidate of Sciences;;2017-09-01;20.0;n.starchenko@ukma.edu.ua;+380444255395;d008;1987-07-08;39
t0308;Mykola;Lykhohliad;Mykolaiovych;Male;Lecturer;Master;;2024-09-01;40.0;m.lykhohliad@ukma.edu.ua;+380444250010;d010;1999-07-19;27
t0309;Oleksii;Sinchenko;Olehovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;o.sinchenko@ukma.edu.ua;+380444252560;d012;1983-09-12;43
t0310;Olena;Pavlenko;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;o.pavlenko@ukma.edu.ua;+380444255022;d013;1976-07-07;50
t0311;Halyna;Hrybivska;Stepanivna;Female;Senior Lecturer;Candidate of Sciences;;2014-09-01;20.0;h.hrybivska@ukma.edu.ua;+380444258861;d013;1990-08-26;36
t0312;Liudmyla;Kiselova;Anatoliivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;40.0;l.kiselova@ukma.edu.ua;+380444250484;d012;1981-11-12;45
t0313;Iryna;Borysiuk;Volodymyrivna;Female;Lecturer;Doctor of Philosophy;;2024-09-01;40.0;i.borysiuk@ukma.edu.ua;+380444258131;d013;1992-05-18;34
t0314;Rostyslav;Chopyk;Bohdanovych;Male;Senior Lecturer;Master;;2014-09-01;20.0;r.chopyk@ukma.edu.ua;+380444252075;d012;1986-03-10;40
t0315;Olena;Simonchuk;Vasylivna;Female;Professor;Doctor of Sciences;Professor;2005-09-01;40.0;o.simonchuk@ukma.edu.ua;+380444254715;d022;1966-10-16;60
t0316;Volodymyr;Ishchenko;Oleksandrovych;Male;Researcher;Candidate of Sciences;;2018-09-01;40.0;v.ishchenko@ukma.edu.ua;+380444255315;d022;1999-10-22;27
t0317;Petro;Burkovskyi;Ivanovych;Male;Researcher;Candidate of Sciences;;2023-09-01;20.0;p.burkovskyi@ukma.edu.ua;+380444256122;d023;1993-06-04;33
t0318;Dmytro;Yarovyi;Olehovych;Male;Lecturer;Doctor of Philosophy;;2019-09-01;20.0;d.yarovyi@ukma.edu.ua;+380444257527;d023;1995-12-17;31
t0319;Ivan;Salo;Petrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;40.0;i.salo@ukma.edu.ua;+380444252439;d022;1980-08-07;46
t0320;Nataliia;Otrishchenko;Ihorivna;Female;Researcher;Candidate of Sciences;;2023-09-01;20.0;n.otrishchenko@ukma.edu.ua;+380444252834;d022;1997-04-17;29
t0321;Roman;Kobets;Stepanovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;r.kobets@ukma.edu.ua;+380444253259;d010;1982-04-21;44
t0322;Yurii;Pachkovskyi;Vasyliovych;Male;Professor;Doctor of Sciences;Professor;1998-09-01;20.0;y.pachkovskyi@ukma.edu.ua;+380444251812;d022;1966-05-28;60
t0323;Mykola;Halabala;Vasyliovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;m.halabala@ukma.edu.ua;+380444254148;d014;1985-10-26;41
t0324;Vadym;Popko;Kostiantynovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;40.0;v.popko@ukma.edu.ua;+380444255483;d014;1975-07-17;51
t0325;Yurii;Polianskyi;Stepanovych;Male;Professor;Doctor of Sciences;Professor;1998-09-01;40.0;y.polianskyi@ukma.edu.ua;+380444259298;d015;1966-08-17;60
t0326;Oleksii;Tretiakov;Andriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;o.tretiakov@ukma.edu.ua;+380444253919;d016;1978-09-24;48
t0327;Maksym;Balushka;Olehovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;m.balushka@ukma.edu.ua;+380444257017;d016;1984-04-02;42
t0328;Mykola;Halyantych;Petrovych;Male;Professor;Doctor of Sciences;Professor;2006-09-01;20.0;m.halyantych@ukma.edu.ua;+380444255211;d014;1956-05-05;70
t0329;Mykola;Vasylenko;Ivanovych;Male;Professor;Doctor of Sciences;Professor;1995-09-01;40.0;m.vasylenko@ukma.edu.ua;+380444255908;d017;1958-05-06;68
t0330;Oleh;Makarov;Stepanovych;Male;Senior Lecturer;Doctor of Philosophy;;2012-09-01;40.0;o.makarov@ukma.edu.ua;+380444253868;d015;1990-09-03;36
t0331;Iryna;Zharovska;Mykolaivna;Female;Lecturer;Master;;2018-09-01;20.0;i.zharovska@ukma.edu.ua;+380444257127;d017;1995-01-24;31
t0332;Serhii;Voloshyn;Anatoliiovych;Male;Lecturer;Master;;2021-09-01;40.0;s.voloshyn@ukma.edu.ua;+380444253470;d001;1999-10-27;27
t0333;Ivan;Bohuslavskyi;Olehovych;Male;Lecturer;Master;;2021-09-01;20.0;i.bohuslavskyi@ukma.edu.ua;+380444252309;d002;1997-01-07;29
t0334;Andrii;Hlushko;Yuriiovych;Male;Assistant;Master;;2019-09-01;20.0;a.hlushko@ukma.edu.ua;+380444251113;d003;1998-05-28;28
t0335;Oleksandr;Vynohradov;Ihorovych;Male;Assistant;Master;;2019-09-01;40.0;o.vynohradov@ukma.edu.ua;+380444256347;d004;1998-10-14;28
t0336;Yevhen;Kropyvnytskyi;Ihorovych;Male;Assistant;Master;;2018-09-01;40.0;y.kropyvnytskyi@ukma.edu.ua;+380444258696;d001;1994-11-09;32
t0337;Oksana;Syniavska;Mykolaivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2008-09-01;40.0;o.syniavska@ukma.edu.ua;+380444258855;d002;1983-11-22;43
t0338;Larysa;Prysiazhniuk;Danylivna;Female;Senior Lecturer;Master;;2015-09-01;20.0;l.prysiazhniuk@ukma.edu.ua;+380444256137;d003;1988-08-21;38
t0339;Viktor;Bohdanovskyi;Artemovych;Male;Lecturer;Doctor of Philosophy;;2020-09-01;20.0;v.bohdanovskyi@ukma.edu.ua;+380444251785;d004;1999-12-24;27
t0340;Halyna;Klymko;Petrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;h.klymko@ukma.edu.ua;+380444251601;d005;1975-06-12;51
t0341;Olha;Skrypnyk;Ivanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2005-09-01;40.0;o.skrypnyk@ukma.edu.ua;+380444258616;d006;1984-07-08;42
t0342;Bohdana;Mykhailova;Olehivna;Female;Lecturer;Candidate of Sciences;;2023-09-01;40.0;b.mykhailova@ukma.edu.ua;+380444252844;d005;1992-02-19;34
t0343;Yevhenii;Kostyk;Volodymyrovych;Male;Assistant;Master;;2018-09-01;20.0;y.kostyk@ukma.edu.ua;+380444253059;d006;1997-10-27;29
t0344;Maksym;Ischenko;Oleksandrovych;Male;Senior Lecturer;Candidate of Sciences;;2012-09-01;40.0;m.ischenko@ukma.edu.ua;+380444251704;d018;1987-07-03;39
t0345;Kateryna;Smirnova;Ihorivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;k.smirnova@ukma.edu.ua;+380444256146;d019;1978-03-27;48
t0346;Liliia;Dudareva;Ivanivna;Female;Assistant;Master;;2018-09-01;40.0;l.dudareva@ukma.edu.ua;+380444259088;d020;1994-03-21;32
t0347;Artur;Yatsenko;Borysovych;Male;Lecturer;Doctor of Philosophy;;2023-09-01;40.0;a.yatsenko@ukma.edu.ua;+380444256783;d021;1998-07-03;28
t0348;Nataliya;Molyhan;Petrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;n.molyhan@ukma.edu.ua;+380444252586;d018;1980-08-12;46
t0349;Kateryna;Zahorodnia;Ihorivna;Female;Lecturer;Master;;2021-09-01;40.0;k.zahorodnia@ukma.edu.ua;+380444251580;d019;1997-12-25;29
t0350;Maksym;Kyreiev;Olehovych;Male;Assistant;Master;;2021-09-01;40.0;m.kyreiev@ukma.edu.ua;+380444256642;d020;1996-08-14;30
t0351;Serhiy;Mykhalchuk;Vasyliovych;Male;Lecturer;Doctor of Philosophy;;2020-09-01;20.0;s.mykhalchuk@ukma.edu.ua;+380444254631;d021;1994-02-14;32
t0352;Oksana;Nester;Ivanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2009-09-01;40.0;o.nester@ukma.edu.ua;+380444253763;d022;1976-07-02;50
t0353;Kateryna;Yushchenko;Mykhailivna;Female;Lecturer;Master;;2023-09-01;20.0;k.yushchenko@ukma.edu.ua;+380444258179;d023;1992-02-11;34
t0354;Olena;Kostenko;Viktorivna;Female;Senior Lecturer;Candidate of Sciences;;2018-09-01;20.0;o.kostenko@ukma.edu.ua;+380444259481;d024;1988-10-25;38
t0355;Mykhailo;Kropyva;Stepanovych;Male;Researcher;Candidate of Sciences;;2018-09-01;20.0;m.kropyva@ukma.edu.ua;+380444257119;d025;1995-08-08;31
t0356;Valentyn;Shymov;Mykolaiovych;Male;Professor;Doctor of Sciences;Professor;2006-09-01;40.0;v.shymov@ukma.edu.ua;+380444250745;d026;1966-05-07;60
t0357;Viktoriia;Vashchenko;Anatoliivna;Female;Lecturer;Candidate of Sciences;;2021-09-01;40.0;v.vashchenko@ukma.edu.ua;+380444257752;d027;1992-06-25;34
t0358;Olha;Pustovoit;Serhiivna;Female;Assistant;Master;;2022-09-01;40.0;o.pustovoit@ukma.edu.ua;+380444252336;d001;1999-08-22;27
t0359;Liudmyla;Romanenko;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2009-09-01;40.0;l.romanenko@ukma.edu.ua;+380444254897;d002;1975-04-11;51
t0360;Taras;Yanchuk;Petrovych;Male;Lecturer;Doctor of Philosophy;;2024-09-01;40.0;t.yanchuk@ukma.edu.ua;+380444255193;d003;1996-09-08;30
t0361;Bohdana;Ovsiannikova;Ihorivna;Female;Senior Lecturer;Candidate of Sciences;;2015-09-01;20.0;b.ovsiannikova@ukma.edu.ua;+380444253000;d004;1989-10-19;37
t0362;Andrii;Ruden;Andriiovych;Male;Assistant;Master;;2022-09-01;20.0;a.ruden@ukma.edu.ua;+380444255798;d005;1997-11-06;29
t0363;Sergii;Medvid;Oleksandrovych;Male;Senior Lecturer;Candidate of Sciences;;2014-09-01;40.0;s.medvid@ukma.edu.ua;+380544256481;d001;1980-10-25;45
t0364;Andrii;Makarets;Oleksandrovych;Male;Assistant;Candidate of Sciences;;2023-09-01;20.0;a.makarets@ukma.edu.ua;+380674256481;d001;2000-10-25;25
t0365;Mykyta;Shcheglov;Vladyslavovych;Male;Senior Lecturer;Candidate of Sciences;;2026-09-01;40.0;m.shcheglov@ukma.edu.ua;+380674256481;d001;2080-10-25;-54
