id;name;surname;patronymic;gender;course;enrollmentDate;group;faculty;speciality;studyForm;status;email;phone;dateOfBirth;age
st20250486;Sofiia;Berezovska;Ihorivna;Female;1;2025-09-01;1;f003;sp013;BUDGET;ACTIVE;s.berezovska@ukma.edu.ua;+380501234776;2007-04-26;18
st20250487;Yana;Bilova;Ivanivna;Female;1;2025-09-01;1;f003;sp013;BUDGET;ACTIVE;y.bilova@ukma.edu.ua;+380501234777;2006-06-18;19
st20250488;Valeriia;Biloshapka;Mykolaivna;Female;1;2025-09-01;1;f003;sp013;BUDGET;ACTIVE;v.biloshapka@ukma.edu.ua;+380501234778;2007-11-09;18
st20250489;Anastasiia;Bondaruk;Andriivna;Female;1;2025-09-01;1;f003;sp013;BUDGET;ACTIVE;a.bondaruk@ukma.edu.ua;+380501234779;2006-03-10;20
st20240480;Liubov;Ivanenko;Vitaliivna;Female;2;2024-09-01;1;f003;sp013;CONTRACT;ACTIVE;l.ivanenko@ukma.edu.ua;+380501235004;2005-12-25;20
st20240481;Veronika;Khomenko;Artemivna;Female;2;2024-09-01;1;f003;sp013;BUDGET;ACTIVE;v.khomenko2@ukma.edu.ua;+380501234990;2006-11-14;19
st20240482;Yurii;Khomenko;Romanovych;Male;2;2024-09-01;1;f003;sp013;CONTRACT;ACTIVE;y.khomenko2@ukma.edu.ua;+380501234992;2006-09-04;19
st20240483;Sofiia;Koval;Tarasivna;Female;2;2024-09-01;1;f003;sp013;CONTRACT;ACTIVE;s.koval1@ukma.edu.ua;+380501235001;2005-11-04;20
st20240484;Dmytro;Kovalenko;Romanovych;Male;2;2024-09-01;1;f003;sp013;CONTRACT;ACTIVE;d.kovalenko2@ukma.edu.ua;+380501235007;2006-11-26;19
st20240485;Andrii;Kravchenko;Illich;Male;2;2024-09-01;1;f003;sp013;CONTRACT;ACTIVE;a.kravchenko3@ukma.edu.ua;+380501234985;2005-01-03;21
st20230457;Tymur;Babenko;Tymurovych;Male;3;2023-09-01;1;f003;sp013;BUDGET;ACTIVE;t.babenko2@ukma.edu.ua;+380501235922;2004-04-04;22
st20230458;Diana;Babenko;Mykolaivna;Female;3;2023-09-01;1;f003;sp013;BUDGET;ACTIVE;d.babenko5@ukma.edu.ua;+380501235927;2004-02-04;22
st20230459;Nadiia;Havryliuk;Bohdanivna;Female;3;2023-09-01;1;f003;sp013;CONTRACT;ACTIVE;n.havryliuk3@ukma.edu.ua;+380501235925;2004-07-16;21
st20230460;Viktoriia;Karpenko;Bohdanivna;Female;3;2023-09-01;1;f003;sp013;BUDGET;ACTIVE;v.karpenko2@ukma.edu.ua;+380501235913;2005-08-05;20
st20230461;Oksana;Khomenko;Kyrylivna;Female;3;2023-09-01;1;f003;sp013;CONTRACT;ACTIVE;o.khomenko3@ukma.edu.ua;+380501235920;2005-10-25;20
st20230462;Halyna;Khomenko;Yevhenivna;Female;3;2023-09-01;1;f003;sp013;CONTRACT;ACTIVE;h.khomenko3@ukma.edu.ua;+380501235931;2004-03-08;22
st20220470;Svitlana;Babenko;Andriivna;Female;4;2022-09-01;1;f003;sp013;BUDGET;ACTIVE;s.babenko2@ukma.edu.ua;+380501236855;2004-02-05;22
st20220471;Anhelina;Boiko;Artemivna;Female;4;2022-09-01;1;f003;sp013;CONTRACT;ACTIVE;a.boiko6@ukma.edu.ua;+380501236873;2003-04-11;23
st20220472;Anhelina;Bondarenko;Bohdanivna;Female;4;2022-09-01;1;f003;sp013;CONTRACT;ACTIVE;a.bondarenko12@ukma.edu.ua;+380501236858;2003-09-28;22
st20220473;Mykola;Hrytsenko;Valentynovych;Male;4;2022-09-01;1;f003;sp013;BUDGET;ACTIVE;m.hrytsenko8@ukma.edu.ua;+380501236850;2003-10-28;22
st20220474;Ihor;Hrytsenko;Hlibovych;Male;4;2022-09-01;1;f003;sp013;CONTRACT;ACTIVE;i.hrytsenko4@ukma.edu.ua;+380501236864;2004-03-10;22
st20220475;Vasyl;Hrytsenko;Yevhenovych;Male;4;2022-09-01;1;f003;sp013;CONTRACT;ACTIVE;v.hrytsenko9@ukma.edu.ua;+380501236866;2003-10-06;22
st20250490;Feliks;Bulba;Kostiantynovych;Male;1;2025-09-01;2;f003;sp013;CONTRACT;ACTIVE;f.bulba@ukma.edu.ua;+380501234780;2007-08-27;18
st20250491;Anastasiia;Hladka;Olehivna;Female;1;2025-09-01;2;f003;sp013;BUDGET;ACTIVE;a.hladka@ukma.edu.ua;+380501234781;2006-01-05;20
st20250492;Marharyta;Hratsons;Andriivna;Female;1;2025-09-01;2;f003;sp013;BUDGET;ACTIVE;m.hratsons@ukma.edu.ua;+380501234782;2007-03-12;19
st20250493;Sofiia;Denysiuk;Mykolaivna;Female;1;2025-09-01;2;f003;sp013;BUDGET;ACTIVE;s.denysiuk@ukma.edu.ua;+380501234783;2006-11-20;19
st20250494;Mariia;Deshchenko;Vitaliivna;Female;1;2025-09-01;2;f003;sp013;CONTRACT;ACTIVE;m.deshchenko@ukma.edu.ua;+380501234784;2007-05-08;18
st20250495;Viktoriia;Dovhaliok;Yuriivna;Female;1;2025-09-01;2;f003;sp013;CONTRACT;ACTIVE;v.dovhaliok@ukma.edu.ua;+380501234785;2006-08-14;19
st20240486;Svitlana;Kravchenko;Serhiivna;Female;2;2024-09-01;2;f003;sp013;CONTRACT;ACTIVE;s.kravchenko1@ukma.edu.ua;+380501234986;2005-01-08;21
st20240487;Daria;Kravchenko;Olehivna;Female;2;2024-09-01;2;f003;sp013;CONTRACT;ACTIVE;d.kravchenko@ukma.edu.ua;+380501234997;2005-12-21;20
st20240488;Kateryna;Lysenko;Oleksandrivna;Female;2;2024-09-01;2;f003;sp013;CONTRACT;ACTIVE;k.lysenko@ukma.edu.ua;+380501234993;2005-01-23;21
st20240489;Valeriia;Marchenko;Hlibivna;Female;2;2024-09-01;2;f003;sp013;CONTRACT;ACTIVE;v.marchenko2@ukma.edu.ua;+380501234980;2005-05-24;20
st20240490;Hlib;Marchenko;Andriiovych;Male;2;2024-09-01;2;f003;sp013;CONTRACT;ACTIVE;h.marchenko@ukma.edu.ua;+380501234994;2006-06-26;19
st20240491;Daria;Marchenko;Illivna;Female;2;2024-09-01;2;f003;sp013;BUDGET;ACTIVE;d.marchenko3@ukma.edu.ua;+380501234995;2005-07-28;20
st20230463;Artur;Koval;Yuriiovych;Male;3;2023-09-01;2;f003;sp013;BUDGET;ACTIVE;a.koval4@ukma.edu.ua;+380501235919;2004-12-25;21
st20230464;Zlata;Koval;Serhiivna;Female;3;2023-09-01;2;f003;sp013;CONTRACT;ACTIVE;z.koval3@ukma.edu.ua;+380501235940;2005-06-04;20
st20230465;Solomiia;Koval;Antonivna;Female;3;2023-09-01;2;f003;sp013;CONTRACT;ACTIVE;s.koval5@ukma.edu.ua;+380501235944;2005-07-10;20
st20230466;Ihor;Kovalenko;Olehovych;Male;3;2023-09-01;2;f003;sp013;CONTRACT;ACTIVE;i.kovalenko1@ukma.edu.ua;+380501235942;2004-05-26;21
st20230467;Solomiia;Kravchenko;Andriivna;Female;3;2023-09-01;2;f003;sp013;BUDGET;ACTIVE;s.kravchenko4@ukma.edu.ua;+380501235916;2005-11-27;20
st20230468;Roman;Kravchenko;Oleksandrovych;Male;3;2023-09-01;2;f003;sp013;BUDGET;ACTIVE;r.kravchenko1@ukma.edu.ua;+380501235937;2005-08-10;20
st20220476;Alina;Khomenko;Vladyslavivna;Female;4;2022-09-01;2;f003;sp013;CONTRACT;ACTIVE;a.khomenko8@ukma.edu.ua;+380501236872;2004-03-14;22
st20220477;Anton;Koval;Vladyslavovych;Male;4;2022-09-01;2;f003;sp013;BUDGET;ACTIVE;a.koval13@ukma.edu.ua;+380501236851;2003-01-23;23
st20220478;Iryna;Koval;Antonivna;Female;4;2022-09-01;2;f003;sp013;CONTRACT;ACTIVE;i.koval4@ukma.edu.ua;+380501236857;2004-02-14;22
st20220479;Kyrylo;Kovalenko;Volodymyrovych;Male;4;2022-09-01;2;f003;sp013;CONTRACT;ACTIVE;k.kovalenko3@ukma.edu.ua;+380501236853;2004-10-27;21
st20220480;Oleksandr;Lysenko;Romanovych;Male;4;2022-09-01;2;f003;sp013;BUDGET;ACTIVE;o.lysenko3@ukma.edu.ua;+380501236865;2003-04-10;23
st20220481;Iryna;Polishchuk;Ivanivna;Female;4;2022-09-01;2;f003;sp013;BUDGET;ACTIVE;i.polishchuk3@ukma.edu.ua;+380501236843;2003-07-03;22
st20250496;Bohdan;Yeremenko;Yuriiovych;Male;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;b.yeremenko@ukma.edu.ua;+380501234786;2007-02-22;19
st20250497;Ilona;Ziakun;Oleksandrivna;Female;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;i.ziakun@ukma.edu.ua;+380501234787;2006-12-05;19
st20250498;Oksana;Zozulia;Ivanivna;Female;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;o.zozulia@ukma.edu.ua;+380501234788;2007-09-11;18
st20250499;Viktoriia;Iniashych;Mykhailivna;Female;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;v.iniashych@ukma.edu.ua;+380501234789;2006-10-27;19
st20250500;Varvara;Ishchenko;Oleksandrivna;Female;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;v.ishchenko@ukma.edu.ua;+380501234790;2007-04-16;19
st20250501;Tymur;Kalabishka;Tarasovych;Male;1;2025-09-01;3;f003;sp013;BUDGET;ACTIVE;t.kalabishka@ukma.edu.ua;+380501234791;2006-07-03;19
st20240492;Nazar;Marchenko;Yuriiovych;Male;2;2024-09-01;3;f003;sp013;BUDGET;ACTIVE;n.marchenko@ukma.edu.ua;+380501235005;2005-06-02;20
st20240493;Stepan;Moroz;Mykolaiovych;Male;2;2024-09-01;3;f003;sp013;CONTRACT;ACTIVE;s.moroz1@ukma.edu.ua;+380501234982;2005-01-19;21
st20240494;Vasyl;Moroz;Arturovych;Male;2;2024-09-01;3;f003;sp013;BUDGET;ACTIVE;v.moroz2@ukma.edu.ua;+380501234999;2005-03-28;21
st20240495;Oleksandr;Oliinyk;Artemovych;Male;2;2024-09-01;3;f003;sp013;BUDGET;ACTIVE;o.oliinyk@ukma.edu.ua;+380501235002;2006-05-17;19
st20240496;Polina;Panchenko;Romanivna;Female;2;2024-09-01;3;f003;sp013;BUDGET;ACTIVE;p.panchenko@ukma.edu.ua;+380501234981;2005-08-26;20
st20240497;Diana;Panchenko;Illivna;Female;2;2024-09-01;3;f003;sp013;BUDGET;ACTIVE;d.panchenko@ukma.edu.ua;+380501234984;2006-08-14;19
st20230469;Mariia;Marchenko;Dmytrivna;Female;3;2023-09-01;3;f003;sp013;CONTRACT;ACTIVE;m.marchenko2@ukma.edu.ua;+380501235914;2004-01-07;22
st20230470;Sofiia;Marchenko;Maksymivna;Female;3;2023-09-01;3;f003;sp013;CONTRACT;ACTIVE;s.marchenko3@ukma.edu.ua;+380501235929;2004-03-08;22
st20230471;Viktoriia;Moroz;Volodymyrivna;Female;3;2023-09-01;3;f003;sp013;CONTRACT;ACTIVE;v.moroz8@ukma.edu.ua;+380501235930;2004-12-23;21
st20230472;Polina;Moroz;Yevhenivna;Female;3;2023-09-01;3;f003;sp013;CONTRACT;ACTIVE;p.moroz@ukma.edu.ua;+380501235933;2005-02-18;21
st20230473;Polina;Oliinyk;Valentynivna;Female;3;2023-09-01;3;f003;sp013;BUDGET;ACTIVE;p.oliinyk4@ukma.edu.ua;+380501235911;2005-04-05;21
st20230474;Rostyslav;Oliinyk;Vitaliiovych;Male;3;2023-09-01;3;f003;sp013;CONTRACT;ACTIVE;r.oliinyk@ukma.edu.ua;+380501235923;2005-02-19;21
st20220482;Mariia;Polishchuk;Artemivna;Female;4;2022-09-01;3;f003;sp013;BUDGET;ACTIVE;m.polishchuk3@ukma.edu.ua;+380501236860;2004-03-09;22
st20220483;Artur;Ponomarenko;Bohdanovych;Male;4;2022-09-01;3;f003;sp013;CONTRACT;ACTIVE;a.ponomarenko10@ukma.edu.ua;+380501236852;2004-10-12;21
st20220484;Zlata;Ponomarenko;Kyrylivna;Female;4;2022-09-01;3;f003;sp013;BUDGET;ACTIVE;z.ponomarenko@ukma.edu.ua;+380501236863;2004-09-18;21
st20220485;Illia;Ponomarenko;Valentynovych;Male;4;2022-09-01;3;f003;sp013;CONTRACT;ACTIVE;i.ponomarenko5@ukma.edu.ua;+380501236875;2003-08-24;22
st20220486;Rostyslav;Radchenko;Denysovych;Male;4;2022-09-01;3;f003;sp013;CONTRACT;ACTIVE;r.radchenko4@ukma.edu.ua;+380501236868;2004-11-13;21
st20220487;Alisa;Savchenko;Yuriivna;Female;4;2022-09-01;3;f003;sp013;CONTRACT;ACTIVE;a.savchenko10@ukma.edu.ua;+380501236861;2003-06-04;22
st20250502;Kseniia;Kyrychenko;Yuriivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;k.kyrychenko@ukma.edu.ua;+380501234792;2007-05-19;18
st20250503;Sofiia;Kovalenko;Oleksandrivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;s.kovalenko@ukma.edu.ua;+380501234793;2006-09-24;19
st20250504;Anastasiia;Konovalenko;Yuriivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;a.konovalenko@ukma.edu.ua;+380501234794;2007-03-31;19
st20250505;Sofiia;Konovalenko;Yuriivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;s.konovalenko@ukma.edu.ua;+380501234795;2006-01-09;20
st20250506;Myrra;Korchak;Maksymivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;m.korchak@ukma.edu.ua;+380501234796;2007-11-04;18
st20250507;Sofiia;Kot;Oleksandrivna;Female;1;2025-09-01;4;f003;sp013;BUDGET;ACTIVE;s.kot@ukma.edu.ua;+380501234797;2006-08-21;19
st20240498;Taras;Panchenko;Bohdanovych;Male;2;2024-09-01;4;f003;sp013;CONTRACT;ACTIVE;t.panchenko@ukma.edu.ua;+380501234996;2006-10-16;19
st20240499;Taras;Petrenko;Oleksandrovych;Male;2;2024-09-01;4;f003;sp013;CONTRACT;ACTIVE;t.petrenko@ukma.edu.ua;+380501235003;2005-10-06;20
st20240500;Yelyzaveta;Petrenko;Antonivna;Female;2;2024-09-01;4;f003;sp013;CONTRACT;ACTIVE;y.petrenko1@ukma.edu.ua;+380501235010;2006-02-01;20
st20240501;Mariia;Radchenko;Antonivna;Female;2;2024-09-01;4;f003;sp013;BUDGET;ACTIVE;m.radchenko1@ukma.edu.ua;+380501235009;2005-10-17;20
st20240502;Yurii;Savchenko;Illich;Male;2;2024-09-01;4;f003;sp013;CONTRACT;ACTIVE;y.savchenko1@ukma.edu.ua;+380501234991;2005-09-10;20
st20240503;Artur;Shevchenko;Olehovych;Male;2;2024-09-01;4;f003;sp013;CONTRACT;ACTIVE;a.shevchenko3@ukma.edu.ua;+380501234987;2006-10-15;19
st20230475;Uliana;Oliinyk;Oleksandrivna;Female;3;2023-09-01;4;f003;sp013;CONTRACT;ACTIVE;u.oliinyk@ukma.edu.ua;+380501235941;2005-09-24;20
st20230476;Vasyl;Panchenko;Romanovych;Male;3;2023-09-01;4;f003;sp013;CONTRACT;ACTIVE;v.panchenko5@ukma.edu.ua;+380501235924;2004-03-12;22
st20230477;Nazar;Panchenko;Mykhailovych;Male;3;2023-09-01;4;f003;sp013;CONTRACT;ACTIVE;n.panchenko1@ukma.edu.ua;+380501235938;2004-04-09;22
st20230478;Viktoriia;Ponomarenko;Andriivna;Female;3;2023-09-01;4;f003;sp013;CONTRACT;ACTIVE;v.ponomarenko6@ukma.edu.ua;+380501235915;2005-03-07;21
st20230479;Oksana;Radchenko;Hlibivna;Female;3;2023-09-01;4;f003;sp013;BUDGET;ACTIVE;o.radchenko4@ukma.edu.ua;+380501235928;2004-10-27;21
st20230480;Yuliia;Rudenko;Artemivna;Female;3;2023-09-01;4;f003;sp013;CONTRACT;ACTIVE;y.rudenko2@ukma.edu.ua;+380501235921;2004-03-13;22
st20220488;Anastasiia;Savchenko;Mykolaivna;Female;4;2022-09-01;4;f003;sp013;CONTRACT;ACTIVE;a.savchenko11@ukma.edu.ua;+380501236870;2004-02-24;22
st20220489;Pavlo;Savchenko;Romanovych;Male;4;2022-09-01;4;f003;sp013;CONTRACT;ACTIVE;p.savchenko3@ukma.edu.ua;+380501236871;2003-10-18;22
st20220490;Kseniia;Shevchenko;Tarasivna;Female;4;2022-09-01;4;f003;sp013;BUDGET;ACTIVE;k.shevchenko6@ukma.edu.ua;+380501236849;2003-02-20;23
st20220491;Viktoriia;Shevchenko;Illivna;Female;4;2022-09-01;4;f003;sp013;BUDGET;ACTIVE;v.shevchenko8@ukma.edu.ua;+380501236856;2004-07-08;21
st20220492;Alisa;Shevchuk;Yuriivna;Female;4;2022-09-01;4;f003;sp013;BUDGET;ACTIVE;a.shevchuk20@ukma.edu.ua;+380501236845;2004-04-24;21
st20220493;Dmytro;Shevchuk;Volodymyrovych;Male;4;2022-09-01;4;f003;sp013;CONTRACT;ACTIVE;d.shevchuk6@ukma.edu.ua;+380501236859;2003-10-13;22
st20250508;Daryna;Kushch;Serhiivna;Female;1;2025-09-01;5;f003;sp013;BUDGET;ACTIVE;d.kushch@ukma.edu.ua;+380501234798;2007-06-15;18
st20250509;Anita;Kuzmenko;Maksymivna;Female;1;2025-09-01;5;f003;sp013;BUDGET;ACTIVE;a.kuzmenko@ukma.edu.ua;+380501234799;2006-04-30;19
st20250510;Natalia;Laskevych;Ihorivna;Female;1;2025-09-01;5;f003;sp013;BUDGET;ACTIVE;n.laskevych@ukma.edu.ua;+380501234800;2007-10-12;18
st20250511;Anna;Lysenko;Serhiivna;Female;1;2025-09-01;5;f003;sp013;BUDGET;ACTIVE;a.lysenko@ukma.edu.ua;+380501234801;2006-02-28;20
st20250512;Nataliia;Lysenko;Serhiivna;Female;1;2025-09-01;5;f003;sp013;CONTRACT;ACTIVE;n.lysenko@ukma.edu.ua;+380501234802;2007-07-07;18
st20250513;Sofiia;Maslieieva;Serhiivna;Female;1;2025-09-01;5;f003;sp013;BUDGET;ACTIVE;s.maslieieva@ukma.edu.ua;+380501234803;2006-11-19;19
st20240504;Kateryna;Shevchenko;Stepanivna;Female;2;2024-09-01;5;f003;sp013;BUDGET;ACTIVE;k.shevchenko1@ukma.edu.ua;+380501235006;2005-09-24;20
st20240505;Viktor;Sydorenko;Arturovych;Male;2;2024-09-01;5;f003;sp013;CONTRACT;ACTIVE;v.sydorenko1@ukma.edu.ua;+380501234988;2006-03-11;20
st20240506;Ivan;Tkachenko;Kyrylovych;Male;2;2024-09-01;5;f003;sp013;CONTRACT;ACTIVE;i.tkachenko1@ukma.edu.ua;+380501235000;2005-07-23;20
st20240507;Vitalii;Tkachuk;Hlibovych;Male;2;2024-09-01;5;f003;sp013;BUDGET;ACTIVE;v.tkachuk3@ukma.edu.ua;+380501234989;2005-07-13;20
st20240508;Artur;Tkachuk;Yuriiovych;Male;2;2024-09-01;5;f003;sp013;BUDGET;ACTIVE;a.tkachuk2@ukma.edu.ua;+380501234998;2005-11-06;20
st20240509;Solomiia;Tkachuk;Tarasivna;Female;2;2024-09-01;5;f003;sp013;BUDGET;ACTIVE;s.tkachuk1@ukma.edu.ua;+380501235008;2005-07-03;20
st20230481;Liubov;Rudenko;Olehivna;Female;3;2023-09-01;5;f003;sp013;BUDGET;ACTIVE;l.rudenko2@ukma.edu.ua;+380501235932;2004-12-27;21
st20230482;Stepan;Savchenko;Mykolaiovych;Male;3;2023-09-01;5;f003;sp013;CONTRACT;ACTIVE;s.savchenko2@ukma.edu.ua;+380501235939;2004-08-01;21
st20230483;Svitlana;Shevchenko;Illivna;Female;3;2023-09-01;5;f003;sp013;BUDGET;ACTIVE;s.shevchenko7@ukma.edu.ua;+380501235917;2004-10-04;21
st20230484;Pavlo;Shevchenko;Vitaliiovych;Male;3;2023-09-01;5;f003;sp013;BUDGET;ACTIVE;p.shevchenko@ukma.edu.ua;+380501235934;2005-12-07;20
st20230485;Yevhen;Shevchenko;Tarasovych;Male;3;2023-09-01;5;f003;sp013;BUDGET;ACTIVE;y.shevchenko2@ukma.edu.ua;+380501235936;2004-08-11;21
st20230486;Artem;Shevchuk;Olehovych;Male;3;2023-09-01;5;f003;sp013;BUDGET;ACTIVE;a.shevchuk9@ukma.edu.ua;+380501235935;2004-09-13;21
st20220494;Olena;Shevchuk;Bohdanivna;Female;4;2022-09-01;5;f003;sp013;BUDGET;ACTIVE;o.shevchuk4@ukma.edu.ua;+380501236874;2003-06-06;22
st20220495;Tymur;Sydorenko;Hlibovych;Male;4;2022-09-01;5;f003;sp013;CONTRACT;ACTIVE;t.sydorenko5@ukma.edu.ua;+380501236844;2003-02-25;23
st20220496;Kyrylo;Sydorenko;Serhiiovych;Male;4;2022-09-01;5;f003;sp013;BUDGET;ACTIVE;k.sydorenko4@ukma.edu.ua;+380501236846;2003-03-25;23
st20220497;Uliana;Sydorenko;Rostyslavivna;Female;4;2022-09-01;5;f003;sp013;BUDGET;ACTIVE;u.sydorenko2@ukma.edu.ua;+380501236847;2004-07-06;21
st20220498;Mykhailo;Sydorenko;Andriiovych;Male;4;2022-09-01;5;f003;sp013;CONTRACT;ACTIVE;m.sydorenko5@ukma.edu.ua;+380501236867;2004-10-17;21
st20220499;Anton;Sydorenko;Antonovych;Male;4;2022-09-01;5;f003;sp013;CONTRACT;ACTIVE;a.sydorenko6@ukma.edu.ua;+380501236869;2003-06-11;22
st20250514;Yelyzaveta;Mkrtychan;Valeriivna;Female;1;2025-09-01;6;f003;sp013;BUDGET;ACTIVE;y.mkrtychan@ukma.edu.ua;+380501234804;2007-05-23;18
st20250515;Karina;Moshchuk;Vadymivna;Female;1;2025-09-01;6;f003;sp013;BUDGET;ACTIVE;k.moshchuk@ukma.edu.ua;+380501234805;2006-01-04;20
st20250516;Sofiia;Mykalo;Oleksandrivna;Female;1;2025-09-01;6;f003;sp013;BUDGET;ACTIVE;s.mykalo@ukma.edu.ua;+380501234806;2007-09-29;18
st20250517;Roman;Manchennko;Yevheniiovych;Male;1;2025-09-01;6;f003;sp013;BUDGET;ACTIVE;r.manchennko@ukma.edu.ua;+380501234807;2006-12-14;19
st20250518;Veronika;Nehoda;Ihorivna;Female;1;2025-09-01;6;f003;sp013;BUDGET;ACTIVE;v.nehoda@ukma.edu.ua;+380501234808;2007-03-08;19
st20250519;Yelyzaveta;Nestroieva;Vitaliivna;Female;1;2025-09-01;6;f003;sp013;CONTRACT;ACTIVE;y.nestroieva@ukma.edu.ua;+380501234809;2006-06-21;19
st20240510;Liubov;Vlasenko;Olehivna;Female;2;2024-09-01;6;f003;sp013;BUDGET;ACTIVE;l.vlasenko@ukma.edu.ua;+380501234983;2006-01-26;20
st20230487;Serhii;Taran;Rostyslavovych;Male;3;2023-09-01;6;f003;sp013;CONTRACT;ACTIVE;s.taran3@ukma.edu.ua;+380501235926;2004-03-06;22
st20230488;Oleksandr;Vlasenko;Serhiiovych;Male;3;2023-09-01;6;f003;sp013;BUDGET;ACTIVE;o.vlasenko3@ukma.edu.ua;+380501235912;2004-06-26;21
st20230489;Viktoriia;Vlasenko;Andriivna;Female;3;2023-09-01;6;f003;sp013;CONTRACT;ACTIVE;v.vlasenko2@ukma.edu.ua;+380501235918;2005-04-12;21
st20230490;Dmytro;Vlasenko;Hlibovych;Male;3;2023-09-01;6;f003;sp013;CONTRACT;ACTIVE;d.vlasenko4@ukma.edu.ua;+380501235943;2004-04-09;22
st20220500;Sofiia;Tkachenko;Valentynivna;Female;4;2022-09-01;6;f003;sp013;BUDGET;ACTIVE;s.tkachenko3@ukma.edu.ua;+380501236848;2004-12-23;21
st20220501;Oksana;Tkachuk;Kyrylivna;Female;4;2022-09-01;6;f003;sp013;CONTRACT;ACTIVE;o.tkachuk3@ukma.edu.ua;+380501236854;2004-02-12;22
st20220502;Anhelina;Vlasenko;Ivanivna;Female;4;2022-09-01;6;f003;sp013;BUDGET;ACTIVE;a.vlasenko10@ukma.edu.ua;+380501236862;2003-01-21;23
st20250520;Sofiia;Otsotsiuk;Valeriivna;Female;1;2025-09-01;7;f003;sp013;BUDGET;ACTIVE;s.otsotsiuk@ukma.edu.ua;+380501234810;2007-11-28;18
st20250521;Veronika;Pavliuk;Serhiivna;Female;1;2025-09-01;7;f003;sp013;BUDGET;ACTIVE;v.pavliuk@ukma.edu.ua;+380501234811;2006-04-15;20
st20250522;Daria;Petrovska;Vitaliivna;Female;1;2025-09-01;7;f003;sp013;CONTRACT;ACTIVE;d.petrovska@ukma.edu.ua;+380501234812;2007-08-01;18
st20250523;Anna;Polehenko;Serhiivna;Female;1;2025-09-01;7;f003;sp013;BUDGET;ACTIVE;a.polehenko@ukma.edu.ua;+380501234813;2006-12-13;19
st20250524;Lilia;Polyvoda;Hryhorivna;Female;1;2025-09-01;7;f003;sp013;BUDGET;ACTIVE;l.polyvoda@ukma.edu.ua;+380501234814;2007-04-26;18
st20250525;Anastasiia;Samburska;Serhiivna;Female;1;2025-09-01;7;f003;sp013;BUDGET;ACTIVE;a.samburska@ukma.edu.ua;+380501234815;2006-06-18;19
st20250526;Bohdana;Slobodeniuk;Ruslanivna;Female;1;2025-09-01;8;f003;sp013;BUDGET;ACTIVE;b.slobodeniuk@ukma.edu.ua;+380501234816;2007-11-09;18
st20250527;Mariia;Stambirska;Vladyslavivna;Female;1;2025-09-01;8;f003;sp013;BUDGET;ACTIVE;m.stambirska@ukma.edu.ua;+380501234817;2006-03-10;20
st20250528;Nataliia;Siomka;Leonidivna;Female;1;2025-09-01;8;f003;sp013;BUDGET;ACTIVE;n.siomka@ukma.edu.ua;+380501234818;2007-08-27;18
st20250529;Sofiia;Tkachenko;Anatoliivna;Female;1;2025-09-01;8;f003;sp013;CONTRACT;ACTIVE;s.tkachenko@ukma.edu.ua;+380501234819;2006-01-05;20
st20250530;Veronika;Urupa;Oleksandrivna;Female;1;2025-09-01;8;f003;sp013;BUDGET;ACTIVE;v.urupa@ukma.edu.ua;+380501234820;2007-03-12;19
st20250531;Mariia;Khilnich;Vitaliivna;Female;1;2025-09-01;8;f003;sp013;BUDGET;ACTIVE;m.khilnich@ukma.edu.ua;+380501234821;2006-11-20;19
st20250532;Anna;Tsapkun;Ihorivna;Female;1;2025-09-01;9;f003;sp013;BUDGET;ACTIVE;a.tsapkun@ukma.edu.ua;+380501234822;2007-05-08;18
st20250533;Stanislava;Chihina;Anatoliivna;Female;1;2025-09-01;9;f003;sp013;CONTRACT;ACTIVE;s.chihina@ukma.edu.ua;+380501234823;2006-08-14;19
st20250534;Olha;Yatsenko;Vitaliivna;Female;1;2025-09-01;9;f003;sp013;BUDGET;ACTIVE;o.yatsenko@ukma.edu.ua;+380501234824;2007-02-22;19
st20250535;Kira;Apresova;Oleksiivna;Female;1;2025-09-01;1;f004;sp014;CONTRACT;ACTIVE;k.apresova@ukma.edu.ua;+380501234825;2007-04-12;19
st20250536;Nataliia;Avramenko;Anatoliivna;Female;1;2025-09-01;1;f004;sp014;CONTRACT;ACTIVE;n.avramenko@ukma.edu.ua;+380501234826;2006-05-18;19
st20250537;Oleh;Baklanov;Vitaliiovych;Male;1;2025-09-01;1;f004;sp014;CONTRACT;ACTIVE;o.baklanov@ukma.edu.ua;+380501234827;2007-01-22;19
st20250538;Marat;Baltak;Dmytrovych;Male;1;2025-09-01;1;f004;sp014;CONTRACT;ACTIVE;m.baltak@ukma.edu.ua;+380501234828;2006-08-30;19
st20250539;Anastasiia;Beliakova;Oleksiivna;Female;1;2025-09-01;1;f004;sp014;CONTRACT;ACTIVE;a.beliakova@ukma.edu.ua;+380501234829;2007-11-15;18
