id;name;surname;patronymic;course;enrollmentDate;group;faculty;speciality;studyForm;status;email;phone;dateOfBirth;age
st20230300;Mykhailo;Koval;Romanovych;3;2023-09-01;2;f002;sp008;BUDGET;ACTIVE;m.koval@ukma.edu.ua;+380501235748;2005-10-21;20
st20230301;Dmytro;Koval;Oleksandrovych;3;2023-09-01;2;f002;sp008;CONTRACT;ACTIVE;d.koval1@ukma.edu.ua;+380501235751;2005-03-12;21
st20230302;Tetiana;Kravchenko;Artemivna;3;2023-09-01;2;f002;sp008;CONTRACT;ACTIVE;t.kravchenko2@ukma.edu.ua;+380501235738;2004-10-20;21
st20230303;Daria;Lysenko;Olehivna;3;2023-09-01;3;f002;sp008;BUDGET;ACTIVE;d.lysenko2@ukma.edu.ua;+380501235727;2005-02-28;21
st20230304;Kyrylo;Moroz;Illich;3;2023-09-01;3;f002;sp008;BUDGET;ACTIVE;k.moroz1@ukma.edu.ua;+380501235745;2005-09-16;20
st20230305;Yuliia;Oliinyk;Vitaliivna;3;2023-09-01;3;f002;sp008;BUDGET;ACTIVE;y.oliinyk@ukma.edu.ua;+380501235732;2004-11-01;21
st20230306;Illia;Panchenko;Denysovych;3;2023-09-01;3;f002;sp008;BUDGET;ACTIVE;i.panchenko3@ukma.edu.ua;+380501235723;2004-09-18;21
st20230307;Mykhailo;Panchenko;Maksymovych;3;2023-09-01;3;f002;sp008;CONTRACT;ACTIVE;m.panchenko1@ukma.edu.ua;+380501235750;2005-09-28;20
st20230308;Mykhailo;Petrenko;Hlibovych;3;2023-09-01;3;f002;sp008;CONTRACT;ACTIVE;m.petrenko1@ukma.edu.ua;+380501235753;2004-10-25;21
st20230309;Iryna;Polishchuk;Artemivna;3;2023-09-01;3;f002;sp008;CONTRACT;ACTIVE;i.polishchuk2@ukma.edu.ua;+380501235754;2004-04-08;22
st20230310;Kyrylo;Polishchuk;Tymurovych;3;2023-09-01;4;f002;sp008;BUDGET;ACTIVE;k.polishchuk3@ukma.edu.ua;+380501235756;2004-12-11;21
st20230311;Vasyl;Ponomarenko;Valentynovych;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;v.ponomarenko1@ukma.edu.ua;+380501235717;2005-01-28;21
st20230312;Kseniia;Ponomarenko;Volodymyrivna;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;k.ponomarenko4@ukma.edu.ua;+380501235719;2004-09-17;21
st20230313;Kyrylo;Ponomarenko;Kyrylovych;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;k.ponomarenko5@ukma.edu.ua;+380501235733;2004-02-19;22
st20230314;Vira;Radchenko;Mykolaivna;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;v.radchenko2@ukma.edu.ua;+380501235721;2005-07-03;20
st20230315;Stepan;Radchenko;Vladyslavovych;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;s.radchenko3@ukma.edu.ua;+380501235749;2005-10-19;20
st20230316;Vasyl;Rudenko;Maksymovych;3;2023-09-01;4;f002;sp008;CONTRACT;ACTIVE;v.rudenko4@ukma.edu.ua;+380501235718;2004-01-24;22
st20230317;Halyna;Shevchenko;Serhiivna;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;h.shevchenko2@ukma.edu.ua;+380501235715;2005-11-07;20
st20230318;Khrystyna;Shevchenko;Mykolaivna;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;k.shevchenko1@ukma.edu.ua;+380501235731;2004-12-24;21
st20230319;Liubov;Sydorenko;Olehivna;3;2023-09-01;5;f002;sp008;BUDGET;ACTIVE;l.sydorenko3@ukma.edu.ua;+380501235739;2004-03-15;22
st20230320;Hlib;Sydorenko;Dmytrovych;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;h.sydorenko1@ukma.edu.ua;+380501235752;2004-02-28;22
st20230321;Yelyzaveta;Taran;Mykolaivna;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;y.taran2@ukma.edu.ua;+380501235735;2005-03-18;21
st20230322;Kyrylo;Taran;Denysovych;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;k.taran2@ukma.edu.ua;+380501235743;2004-05-25;21
st20230323;Taras;Taran;Serhiiovych;3;2023-09-01;5;f002;sp008;CONTRACT;ACTIVE;t.taran2@ukma.edu.ua;+380501235755;2005-12-24;20
st20230324;Viktor;Tkachenko;Antonovych;3;2023-09-01;6;f002;sp008;CONTRACT;ACTIVE;v.tkachenko7@ukma.edu.ua;+380501235720;2004-05-13;21
st20230325;Halyna;Tkachenko;Vladyslavivna;3;2023-09-01;6;f002;sp008;BUDGET;ACTIVE;h.tkachenko1@ukma.edu.ua;+380501235724;2005-02-27;21
st20230326;Artur;Tkachenko;Vladyslavovych;3;2023-09-01;6;f002;sp008;CONTRACT;ACTIVE;a.tkachenko7@ukma.edu.ua;+380501235725;2005-05-18;20
st20230327;Maksym;Tkachenko;Rostyslavovych;3;2023-09-01;6;f002;sp008;CONTRACT;ACTIVE;m.tkachenko3@ukma.edu.ua;+380501235730;2004-09-16;21
st20230328;Nataliia;Vlasenko;Mykolaivna;3;2023-09-01;6;f002;sp008;BUDGET;ACTIVE;n.vlasenko1@ukma.edu.ua;+380501235728;2004-09-05;21
st20230329;Uliana;Vlasenko;Andriivna;3;2023-09-01;6;f002;sp008;BUDGET;ACTIVE;u.vlasenko@ukma.edu.ua;+380501235736;2005-06-09;20
st20230330;Anhelina;Vlasenko;Tarasivna;3;2023-09-01;6;f002;sp008;CONTRACT;ACTIVE;a.vlasenko6@ukma.edu.ua;+380501235742;2004-12-02;21


st20230331;Kseniia;Boiko;Mykhailivna;3;2023-09-01;1;f002;sp009;BUDGET;ACTIVE;k.boiko4@ukma.edu.ua;+380501235769;2004-05-22;21
st20230332;Tymur;Bondarenko;Antonovych;3;2023-09-01;1;f002;sp009;CONTRACT;ACTIVE;t.bondarenko2@ukma.edu.ua;+380501235776;2004-01-14;22
st20230333;Solomiia;Bondarenko;Ivanivna;3;2023-09-01;1;f002;sp009;CONTRACT;ACTIVE;s.bondarenko3@ukma.edu.ua;+380501235781;2004-07-14;21
st20230334;Polina;Honcharenko;Ivanivna;3;2023-09-01;1;f002;sp009;BUDGET;ACTIVE;p.honcharenko1@ukma.edu.ua;+380501235757;2004-04-21;22
st20230335;Andrii;Honcharenko;Artemovych;3;2023-09-01;1;f002;sp009;CONTRACT;ACTIVE;a.honcharenko5@ukma.edu.ua;+380501235780;2005-10-07;20
st20230336;Yuliia;Honcharenko;Tymurivna;3;2023-09-01;1;f002;sp009;BUDGET;ACTIVE;y.honcharenko2@ukma.edu.ua;+380501235784;2004-02-02;22
st20230337;Kateryna;Hrytsenko;Rostyslavivna;3;2023-09-01;1;f002;sp009;BUDGET;ACTIVE;k.hrytsenko@ukma.edu.ua;+380501235775;2005-09-06;20
st20230338;Andrii;Hrytsenko;Illich;3;2023-09-01;2;f002;sp009;BUDGET;ACTIVE;a.hrytsenko2@ukma.edu.ua;+380501235793;2004-12-20;21
st20230339;Artem;Hrytsenko;Tymurovych;3;2023-09-01;2;f002;sp009;CONTRACT;ACTIVE;a.hrytsenko3@ukma.edu.ua;+380501235795;2004-08-28;21
st20230340;Mariia;Karpenko;Andriivna;3;2023-09-01;2;f002;sp009;CONTRACT;ACTIVE;m.karpenko1@ukma.edu.ua;+380501235760;2004-09-22;21
st20230341;Svitlana;Khomenko;Rostyslavivna;3;2023-09-01;2;f002;sp009;BUDGET;ACTIVE;s.khomenko2@ukma.edu.ua;+380501235786;2004-02-10;22
st20230342;Denys;Koval;Romanovych;3;2023-09-01;2;f002;sp009;BUDGET;ACTIVE;d.koval2@ukma.edu.ua;+380501235758;2004-10-24;21
st20230343;Uliana;Kovalenko;Olehivna;3;2023-09-01;2;f002;sp009;CONTRACT;ACTIVE;u.kovalenko2@ukma.edu.ua;+380501235766;2005-04-27;21
st20230344;Oksana;Kovalenko;Bohdanivna;3;2023-09-01;2;f002;sp009;CONTRACT;ACTIVE;o.kovalenko5@ukma.edu.ua;+380501235767;2005-10-05;20
st20230345;Yelyzaveta;Lysenko;Andriivna;3;2023-09-01;3;f002;sp009;BUDGET;ACTIVE;y.lysenko4@ukma.edu.ua;+380501235765;2004-06-20;21
st20230346;Veronika;Lysenko;Andriivna;3;2023-09-01;3;f002;sp009;BUDGET;ACTIVE;v.lysenko6@ukma.edu.ua;+380501235787;2005-01-13;21
st20230347;Mykola;Marchenko;Andriiovych;3;2023-09-01;3;f002;sp009;BUDGET;ACTIVE;m.marchenko2@ukma.edu.ua;+380501235777;2004-12-17;21
st20230348;Ihor;Melnyk;Yuriiovych;3;2023-09-01;3;f002;sp009;CONTRACT;ACTIVE;i.melnyk4@ukma.edu.ua;+380501235759;2005-11-14;20
st20230349;Artur;Moroz;Arturovych;3;2023-09-01;3;f002;sp009;BUDGET;ACTIVE;a.moroz5@ukma.edu.ua;+380501235763;2004-03-27;22
st20230350;Diana;Moroz;Stepanivna;3;2023-09-01;3;f002;sp009;CONTRACT;ACTIVE;d.moroz1@ukma.edu.ua;+380501235782;2004-09-15;21
st20230351;Bozhena;Oliinyk;Tymurivna;3;2023-09-01;3;f002;sp009;CONTRACT;ACTIVE;b.oliinyk2@ukma.edu.ua;+380501235764;2004-01-22;22
st20230352;Diana;Oliinyk;Antonivna;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;d.oliinyk1@ukma.edu.ua;+380501235790;2004-03-24;22
st20230353;Kyrylo;Petrenko;Stepanovych;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;k.petrenko3@ukma.edu.ua;+380501235768;2005-05-19;20
st20230354;Daria;Petrenko;Antonivna;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;d.petrenko2@ukma.edu.ua;+380501235794;2005-10-15;20
st20230355;Ivan;Polishchuk;Oleksandrovych;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;i.polishchuk3@ukma.edu.ua;+380501235778;2004-09-02;21
st20230356;Mariia;Polishchuk;Tarasivna;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;m.polishchuk@ukma.edu.ua;+380501235785;2004-10-22;21
st20230357;Liubov;Ponomarenko;Stepanivna;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;l.ponomarenko@ukma.edu.ua;+380501235774;2004-10-17;21
st20230358;Mykola;Rudenko;Bohdanovych;3;2023-09-01;4;f002;sp009;CONTRACT;ACTIVE;m.rudenko6@ukma.edu.ua;+380501235762;2005-08-27;20
st20230359;Diana;Savchenko;Artemivna;3;2023-09-01;5;f002;sp009;BUDGET;ACTIVE;d.savchenko2@ukma.edu.ua;+380501235771;2005-06-01;20
st20230360;Roman;Savchenko;Dmytrovych;3;2023-09-01;5;f002;sp009;CONTRACT;ACTIVE;r.savchenko1@ukma.edu.ua;+380501235779;2005-01-08;21
st20230361;Yuliia;Shevchenko;Olehivna;3;2023-09-01;5;f002;sp009;CONTRACT;ACTIVE;y.shevchenko1@ukma.edu.ua;+380501235761;2004-07-05;21
st20230362;Mykola;Shevchenko;Artemovych;3;2023-09-01;5;f002;sp009;CONTRACT;ACTIVE;m.shevchenko1@ukma.edu.ua;+380501235791;2005-11-08;20
st20230363;Anastasiia;Taran;Kyrylivna;3;2023-09-01;5;f002;sp009;BUDGET;ACTIVE;a.taran5@ukma.edu.ua;+380501235772;2005-08-15;20
st20230364;Olena;Taran;Valentynivna;3;2023-09-01;5;f002;sp009;CONTRACT;ACTIVE;o.taran1@ukma.edu.ua;+380501235773;2004-04-16;22
st20230365;Anton;Taran;Vladyslavovych;3;2023-09-01;5;f002;sp009;BUDGET;ACTIVE;a.taran6@ukma.edu.ua;+380501235789;2004-05-01;21
st20230366;Hlib;Taran;Serhiiovych;3;2023-09-01;6;f002;sp009;CONTRACT;ACTIVE;h.taran1@ukma.edu.ua;+380501235792;2004-10-04;21
st20230367;Valeriia;Tkachenko;Illivna;3;2023-09-01;6;f002;sp009;CONTRACT;ACTIVE;v.tkachenko8@ukma.edu.ua;+380501235783;2004-08-20;21
st20230368;Stepan;Tkachenko;Antonovych;3;2023-09-01;6;f002;sp009;BUDGET;ACTIVE;s.tkachenko2@ukma.edu.ua;+380501235788;2004-09-04;21
st20230369;Viktor;Tkachuk;Tarasovych;3;2023-09-01;6;f002;sp009;CONTRACT;ACTIVE;v.tkachuk3@ukma.edu.ua;+380501235770;2004-01-28;22






st20230370;Zlata;Babenko;Mykhailivna;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;z.babenko@ukma.edu.ua;+380501235823;2004-08-18;21
st20230371;Solomiia;Babenko;Mykolaivna;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;s.babenko2@ukma.edu.ua;+380501235828;2004-06-06;21
st20230372;Nazar;Dmytrenko;Antonovych;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;n.dmytrenko2@ukma.edu.ua;+380501235815;2004-02-22;22
st20230373;Rostyslav;Havryliuk;Antonovych;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;r.havryliuk1@ukma.edu.ua;+380501235817;2005-05-02;20
st20230374;Oleksandr;Ivanenko;Valentynovych;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;o.ivanenko2@ukma.edu.ua;+380501235819;2004-02-11;22
st20230375;Daria;Koval;Antonivna;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;d.koval3@ukma.edu.ua;+380501235807;2004-01-16;22
st20230376;Anastasiia;Koval;Stepanivna;3;2023-09-01;1;f003;sp010;CONTRACT;ACTIVE;a.koval3@ukma.edu.ua;+380501235820;2005-09-17;20
st20230377;Volodymyr;Kravchenko;Antonovych;3;2023-09-01;2;f003;sp010;BUDGET;ACTIVE;v.kravchenko3@ukma.edu.ua;+380501235830;2004-11-27;21
st20230378;Nazar;Kravchenko;Denysovych;3;2023-09-01;2;f003;sp010;CONTRACT;ACTIVE;n.kravchenko3@ukma.edu.ua;+380501235836;2005-05-04;20
st20230379;Viktor;Lysenko;Romanovych;3;2023-09-01;2;f003;sp010;CONTRACT;ACTIVE;v.lysenko7@ukma.edu.ua;+380501235831;2005-12-02;20
st20230380;Yurii;Marchenko;Tymurovych;3;2023-09-01;2;f003;sp010;BUDGET;ACTIVE;y.marchenko5@ukma.edu.ua;+380501235796;2005-11-05;20
st20230381;Ihor;Melnyk;Valentynovych;3;2023-09-01;2;f003;sp010;CONTRACT;ACTIVE;i.melnyk5@ukma.edu.ua;+380501235797;2005-07-05;20
st20230382;Kyrylo;Melnyk;Rostyslavovych;3;2023-09-01;2;f003;sp010;BUDGET;ACTIVE;k.melnyk3@ukma.edu.ua;+380501235813;2004-06-20;21
st20230383;Vladyslav;Melnyk;Mykhailovych;3;2023-09-01;2;f003;sp010;CONTRACT;ACTIVE;v.melnyk8@ukma.edu.ua;+380501235816;2005-04-12;21
st20230384;Yelyzaveta;Melnyk;Bohdanivna;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;y.melnyk4@ukma.edu.ua;+380501235822;2005-10-19;20
st20230385;Taras;Moroz;Mykolaiovych;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;t.moroz@ukma.edu.ua;+380501235802;2004-06-17;21
st20230386;Liubov;Moroz;Valentynivna;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;l.moroz@ukma.edu.ua;+380501235827;2005-04-25;21
st20230387;Solomiia;Oliinyk;Arturivna;3;2023-09-01;3;f003;sp010;BUDGET;ACTIVE;s.oliinyk1@ukma.edu.ua;+380501235812;2005-01-21;21
st20230388;Tymur;Oliinyk;Volodymyrovych;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;t.oliinyk2@ukma.edu.ua;+380501235832;2005-06-25;20
st20230389;Nataliia;Panchenko;Mykolaivna;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;n.panchenko1@ukma.edu.ua;+380501235826;2005-04-01;21
st20230390;Yurii;Petrenko;Hlibovych;3;2023-09-01;3;f003;sp010;CONTRACT;ACTIVE;y.petrenko4@ukma.edu.ua;+380501235801;2004-08-02;21
st20230391;Mykola;Petrenko;Hlibovych;3;2023-09-01;4;f003;sp010;CONTRACT;ACTIVE;m.petrenko2@ukma.edu.ua;+380501235804;2004-07-18;21
st20230392;Kyrylo;Petrenko;Arturovych;3;2023-09-01;4;f003;sp010;CONTRACT;ACTIVE;k.petrenko4@ukma.edu.ua;+380501235808;2005-09-17;20
st20230393;Mykhailo;Polishchuk;Artemovych;3;2023-09-01;4;f003;sp010;CONTRACT;ACTIVE;m.polishchuk1@ukma.edu.ua;+380501235805;2005-05-06;20
st20230394;Zlata;Polishchuk;Tarasivna;3;2023-09-01;4;f003;sp010;CONTRACT;ACTIVE;z.polishchuk@ukma.edu.ua;+380501235821;2004-08-27;21
st20230395;Kyrylo;Polishchuk;Ivanovych;3;2023-09-01;4;f003;sp010;CONTRACT;ACTIVE;k.polishchuk4@ukma.edu.ua;+380501235824;2004-04-24;22
st20230396;Nadiia;Polishchuk;Bohdanivna;3;2023-09-01;4;f003;sp010;BUDGET;ACTIVE;n.polishchuk1@ukma.edu.ua;+380501235835;2005-10-04;20
st20230397;Kyrylo;Radchenko;Andriiovych;3;2023-09-01;4;f003;sp010;BUDGET;ACTIVE;k.radchenko2@ukma.edu.ua;+380501235806;2005-10-06;20
st20230398;Khrystyna;Savchenko;Stepanivna;3;2023-09-01;5;f003;sp010;CONTRACT;ACTIVE;k.savchenko2@ukma.edu.ua;+380501235810;2005-02-11;21
st20230399;Denys;Savchenko;Artemovych;3;2023-09-01;5;f003;sp010;BUDGET;ACTIVE;d.savchenko3@ukma.edu.ua;+380501235825;2005-10-12;20
st20230400;Solomiia;Shevchuk;Arturivna;3;2023-09-01;5;f003;sp010;CONTRACT;ACTIVE;s.shevchuk3@ukma.edu.ua;+380501235798;2004-02-05;22
st20230401;Kseniia;Shevchuk;Dmytrivna;3;2023-09-01;5;f003;sp010;BUDGET;ACTIVE;k.shevchuk3@ukma.edu.ua;+380501235814;2005-03-12;21
st20230402;Polina;Shevchuk;Mykolaivna;3;2023-09-01;5;f003;sp010;BUDGET;ACTIVE;p.shevchuk1@ukma.edu.ua;+380501235818;2004-05-25;21
st20230403;Mykhailo;Sydorenko;Stepanovych;3;2023-09-01;5;f003;sp010;CONTRACT;ACTIVE;m.sydorenko1@ukma.edu.ua;+380501235803;2004-01-03;22
st20230404;Taras;Sydorenko;Ivanovych;3;2023-09-01;5;f003;sp010;BUDGET;ACTIVE;t.sydorenko1@ukma.edu.ua;+380501235834;2004-10-21;21
st20230405;Ihor;Sydorenko;Illich;3;2023-09-01;6;f003;sp010;BUDGET;ACTIVE;i.sydorenko3@ukma.edu.ua;+380501235837;2005-09-21;20
st20230406;Yana;Tkachenko;Olehivna;3;2023-09-01;6;f003;sp010;CONTRACT;ACTIVE;y.tkachenko2@ukma.edu.ua;+380501235799;2004-02-11;22
st20230407;Taras;Tkachenko;Mykolaiovych;3;2023-09-01;6;f003;sp010;CONTRACT;ACTIVE;t.tkachenko2@ukma.edu.ua;+380501235811;2004-07-15;21
st20230408;Nataliia;Tkachenko;Tymurivna;3;2023-09-01;6;f003;sp010;CONTRACT;ACTIVE;n.tkachenko@ukma.edu.ua;+380501235829;2004-03-15;22
st20230409;Artur;Tkachuk;Mykolaiovych;3;2023-09-01;6;f003;sp010;CONTRACT;ACTIVE;a.tkachuk1@ukma.edu.ua;+380501235800;2004-04-06;22
st20230410;Zlata;Vlasenko;Denysivna;3;2023-09-01;6;f003;sp010;CONTRACT;ACTIVE;z.vlasenko1@ukma.edu.ua;+380501235809;2004-10-05;21
st20230411;Kateryna;Vlasenko;Oleksandrivna;3;2023-09-01;6;f003;sp010;BUDGET;ACTIVE;k.vlasenko3@ukma.edu.ua;+380501235833;2004-12-26;21


st20230412;Kyrylo;Babenko;Mykhailovych;3;2023-09-01;1;f003;sp011;CONTRACT;ACTIVE;k.babenko4@ukma.edu.ua;+380501235847;2005-07-28;20
st20230413;Bozhena;Bondar;Kyrylivna;3;2023-09-01;1;f003;sp011;CONTRACT;ACTIVE;b.bondar1@ukma.edu.ua;+380501235846;2004-03-25;22
st20230414;Valentyn;Bondar;Oleksandrovych;3;2023-09-01;1;f003;sp011;BUDGET;ACTIVE;v.bondar4@ukma.edu.ua;+380501235862;2005-11-08;20
st20230415;Yelyzaveta;Bondarenko;Dmytrivna;3;2023-09-01;1;f003;sp011;CONTRACT;ACTIVE;y.bondarenko5@ukma.edu.ua;+380501235852;2004-11-10;21
st20230416;Bozhena;Bondarenko;Vitaliivna;3;2023-09-01;1;f003;sp011;BUDGET;ACTIVE;b.bondarenko1@ukma.edu.ua;+380501235861;2004-12-20;21
st20230417;Khrystyna;Dmytrenko;Maksymivna;3;2023-09-01;1;f003;sp011;BUDGET;ACTIVE;k.dmytrenko1@ukma.edu.ua;+380501235840;2004-04-07;22
st20230418;Mariia;Havryliuk;Artemivna;3;2023-09-01;1;f003;sp011;BUDGET;ACTIVE;m.havryliuk4@ukma.edu.ua;+380501235844;2005-07-15;20
st20230419;Oleksandr;Havryliuk;Mykolaiovych;3;2023-09-01;2;f003;sp011;BUDGET;ACTIVE;o.havryliuk@ukma.edu.ua;+380501235872;2004-05-15;21
st20230420;Halyna;Honcharenko;Dmytrivna;3;2023-09-01;2;f003;sp011;CONTRACT;ACTIVE;h.honcharenko1@ukma.edu.ua;+380501235853;2004-03-17;22
st20230421;Maksym;Ivanenko;Oleksandrovych;3;2023-09-01;2;f003;sp011;CONTRACT;ACTIVE;m.ivanenko2@ukma.edu.ua;+380501235845;2004-03-17;22
st20230422;Alina;Ivanenko;Andriivna;3;2023-09-01;2;f003;sp011;CONTRACT;ACTIVE;a.ivanenko5@ukma.edu.ua;+380501235871;2004-06-04;21
st20230423;Diana;Karpenko;Yevhenivna;3;2023-09-01;2;f003;sp011;BUDGET;ACTIVE;d.karpenko3@ukma.edu.ua;+380501235873;2005-01-04;21
st20230424;Anton;Khomenko;Kyrylovych;3;2023-09-01;2;f003;sp011;BUDGET;ACTIVE;a.khomenko5@ukma.edu.ua;+380501235839;2004-12-16;21
st20230425;Diana;Koval;Artemivna;3;2023-09-01;2;f003;sp011;BUDGET;ACTIVE;d.koval4@ukma.edu.ua;+380501235838;2004-08-20;21
st20230426;Bohdan;Kovalenko;Valentynovych;3;2023-09-01;3;f003;sp011;BUDGET;ACTIVE;b.kovalenko2@ukma.edu.ua;+380501235842;2004-11-23;21
st20230427;Yelyzaveta;Kovalenko;Andriivna;3;2023-09-01;3;f003;sp011;BUDGET;ACTIVE;y.kovalenko2@ukma.edu.ua;+380501235851;2005-02-03;21
st20230428;Vira;Kovalenko;Oleksandrivna;3;2023-09-01;3;f003;sp011;BUDGET;ACTIVE;v.kovalenko3@ukma.edu.ua;+380501235868;2005-07-10;20
st20230429;Anhelina;Kravchenko;Volodymyrivna;3;2023-09-01;3;f003;sp011;BUDGET;ACTIVE;a.kravchenko4@ukma.edu.ua;+380501235855;2005-11-03;20
st20230430;Serhii;Lysenko;Ivanovych;3;2023-09-01;3;f003;sp011;CONTRACT;ACTIVE;s.lysenko1@ukma.edu.ua;+380501235859;2005-04-01;21
st20230431;Hlib;Marchenko;Oleksandrovych;3;2023-09-01;3;f003;sp011;CONTRACT;ACTIVE;h.marchenko@ukma.edu.ua;+380501235849;2004-03-06;22
st20230432;Vladyslav;Marchenko;Volodymyrovych;3;2023-09-01;3;f003;sp011;BUDGET;ACTIVE;v.marchenko10@ukma.edu.ua;+380501235874;2004-02-06;22
st20230433;Polina;Melnyk;Olehivna;3;2023-09-01;4;f003;sp011;BUDGET;ACTIVE;p.melnyk2@ukma.edu.ua;+380501235856;2004-04-12;22
st20230434;Zlata;Oliinyk;Artemivna;3;2023-09-01;4;f003;sp011;BUDGET;ACTIVE;z.oliinyk1@ukma.edu.ua;+380501235841;2004-06-02;21
st20230435;Ivan;Oliinyk;Hlibovych;3;2023-09-01;4;f003;sp011;BUDGET;ACTIVE;i.oliinyk2@ukma.edu.ua;+380501235867;2005-08-22;20
st20230436;Viktoriia;Panchenko;Illivna;3;2023-09-01;4;f003;sp011;CONTRACT;ACTIVE;v.panchenko6@ukma.edu.ua;+380501235850;2005-02-10;21
st20230437;Halyna;Panchenko;Kyrylivna;3;2023-09-01;4;f003;sp011;BUDGET;ACTIVE;h.panchenko2@ukma.edu.ua;+380501235863;2005-04-28;21
st20230438;Veronika;Ponomarenko;Romanivna;3;2023-09-01;4;f003;sp011;CONTRACT;ACTIVE;v.ponomarenko2@ukma.edu.ua;+380501235858;2005-06-19;20
st20230439;Veronika;Ponomarenko;Vitaliivna;3;2023-09-01;4;f003;sp011;CONTRACT;ACTIVE;v.ponomarenko3@ukma.edu.ua;+380501235864;2005-02-22;21
st20230440;Nataliia;Radchenko;Serhiivna;3;2023-09-01;5;f003;sp011;BUDGET;ACTIVE;n.radchenko@ukma.edu.ua;+380501235848;2004-04-08;22
st20230441;Tymur;Rudenko;Dmytrovych;3;2023-09-01;5;f003;sp011;CONTRACT;ACTIVE;t.rudenko2@ukma.edu.ua;+380501235870;2004-09-25;21
st20230442;Olena;Savchenko;Rostyslavivna;3;2023-09-01;5;f003;sp011;BUDGET;ACTIVE;o.savchenko3@ukma.edu.ua;+380501235857;2004-10-22;21
st20230443;Yurii;Sydorenko;Vladyslavovych;3;2023-09-01;5;f003;sp011;BUDGET;ACTIVE;y.sydorenko3@ukma.edu.ua;+380501235866;2005-12-07;20
st20230444;Bozhena;Taran;Hlibivna;3;2023-09-01;5;f003;sp011;BUDGET;ACTIVE;b.taran@ukma.edu.ua;+380501235854;2004-02-05;22
st20230445;Diana;Taran;Ivanivna;3;2023-09-01;5;f003;sp011;CONTRACT;ACTIVE;d.taran2@ukma.edu.ua;+380501235865;2005-05-20;20
st20230446;Solomiia;Tkachuk;Tarasivna;3;2023-09-01;5;f003;sp011;BUDGET;ACTIVE;s.tkachuk7@ukma.edu.ua;+380501235843;2004-05-28;21
st20230447;Yelyzaveta;Tkachuk;Denysivna;3;2023-09-01;6;f003;sp011;CONTRACT;ACTIVE;y.tkachuk1@ukma.edu.ua;+380501235860;2005-12-11;20
st20230448;Yelyzaveta;Tkachuk;Romanivna;3;2023-09-01;6;f003;sp011;CONTRACT;ACTIVE;y.tkachuk2@ukma.edu.ua;+380501235869;2004-10-21;21


st20230449;Yelyzaveta;Babenko;Yuriivna;3;2023-09-01;1;f003;sp012;BUDGET;ACTIVE;y.babenko1@ukma.edu.ua;+380501235905;2005-12-05;20
st20230450;Serhii;Boiko;Romanovych;3;2023-09-01;1;f003;sp012;CONTRACT;ACTIVE;s.boiko6@ukma.edu.ua;+380501235892;2004-09-21;21
st20230451;Taras;Bondar;Kyrylovych;3;2023-09-01;1;f003;sp012;CONTRACT;ACTIVE;t.bondar2@ukma.edu.ua;+380501235882;2005-03-12;21
st20230452;Ivan;Bondarenko;Oleksandrovych;3;2023-09-01;1;f003;sp012;CONTRACT;ACTIVE;i.bondarenko2@ukma.edu.ua;+380501235884;2005-05-28;20
st20230453;Kateryna;Bondarenko;Antonivna;3;2023-09-01;1;f003;sp012;CONTRACT;ACTIVE;k.bondarenko@ukma.edu.ua;+380501235888;2004-01-19;22
st20230454;Halyna;Havryliuk;Oleksandrivna;3;2023-09-01;1;f003;sp012;BUDGET;ACTIVE;h.havryliuk@ukma.edu.ua;+380501235886;2004-08-02;21
st20230455;Volodymyr;Havryliuk;Dmytrovych;3;2023-09-01;2;f003;sp012;CONTRACT;ACTIVE;v.havryliuk4@ukma.edu.ua;+380501235895;2004-11-15;21
